11189,11189,11189,1063,125,8,11189,11189,,69,1220,114,208,114,238,1005,159,2408,956,635,2271,86,816,362,82,46,119,827,204,53,24,173,69,11,14
5249,Not many advantages,b,,,,b   ,B   ,None,,None,,,,,,,,,,,,,,,,,,,,,,,,
5250,no,b,,,,b   ,B   ,None,,None,,,,,,,,,,,,,,,,,,,,,,,,
5251,more clear,n,,,,n   ,N   ,Clarity of delivery,,,,,,,,,,,,,,Clarity of delivery,,,,,,,,,,,,
5252,The display of online resources is quite impressive.,n,,,,n   ,N   ,Clarity of delivery,,,,,,,,,,,,,,Clarity of delivery,,,,,,,,,,,,
5253,促進學生交流和勇於表達意見,g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
5254,Some good feature is that it is very informative and is an easy way to study effectively.,q1,,,,q1   ,Q1   ,Overall convenience ,,,,,,,,,,,,,,,,,,,Overall convenience ,,,,,,,
5255,none,b,,,,b   ,B   ,None,,None,,,,,,,,,,,,,,,,,,,,,,,,
5256,convenient,q1,,,,q1   ,Q1   ,Overall convenience ,,,,,,,,,,,,,,,,,,,Overall convenience ,,,,,,,
5257,沒有優點 只有缺點本科需要運用器材 不適合使用online teaching,b1,,,,b1   ,B1   ,Prefer F2F,,,Prefer F2F,,,,,,,,,,,,,,,,,,,,,,,
5258,"if the teacher has recorded the lecture, students can review the lecture by video easily, especially when students need to go out for interviewing others or shooting clips for the assignment",k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
5259,同學較勇於回應老師,g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
5260,no,b,,,,b   ,B   ,None,,None,,,,,,,,,,,,,,,,,,,,,,,,
5261,即時多人互動,g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
5262,同學更加踴躍參加,g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
5263,There are no good features of online teaching,b,,,,b   ,B   ,None,,None,,,,,,,,,,,,,,,,,,,,,,,,
5264,reduce transportation time,e,,,,e   ,E   ,Time management,,,,,,,Time management,,,,,,,,,,,,,,,,,,,
5265,减少通勤时间,e,,,,e   ,E   ,Time management,,,,,,,Time management,,,,,,,,,,,,,,,,,,,
5266,網上討論很熱烈,h,,,,h   ,H   ,Facilitation of group discussion and group works,,,,,,,,,,Facilitation of group discussion and group works,,,,,,,,,,,,,,,,
5267,方便讓較害羞的同學發言，容易邀請海外嘉賓線上交流,g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
5268,老師的網上教學還是有很強的互動性，大家的課上討論也很充分，而且與guest speaker的連線也更加方便。,g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
5269,"This course can use discussion board on blackboard, which is good for further discussion.",h,,,,h   ,H   ,Facilitation of group discussion and group works,,,,,,,,,,Facilitation of group discussion and group works,,,,,,,,,,,,,,,,
5270,可以查资料,m,,,,m   ,M   ,Multitask,,,,,,,,,,,,,Multitask,,,,,,,,,,,,,
5271,I can watch the recorded video again if I missed some of the points about the lecture,k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
5272,可以重溫,k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
5273,"the teacher uploaded recorded video on blackboard, which is good for me to watch the video anytime.",k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
5274,can play the lecture again,k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
5275,nothing good...or just the point that we can have the recording of class afterwards...and some extra classes eg tutorial and AE workshop,b,k,,,b k  ,B K  ,"None, Self-organised learning",,None,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
5276,沒有。。。,b,,,,b   ,B   ,None,,None,,,,,,,,,,,,,,,,,,,,,,,,
5277,We can have regular meeting with the teacher to discuss our project in a more convenient way.,g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
5278,師生聯繫更多,g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
5279,With online teaching we were able to do the same amount of workload in a comfortable environment.,d,,,,d   ,D   ,Learning environment,,,,,,Learning environment,,,,,,,,,,,,,,,,,,,,
5280,To have panoply classes to just have tutorials online and quizz test.,v,,,,v   ,V   ,Others,,,,,,,,,,,,,,,,,,,,,,,,Others,,
5281,Recorded lectures so we could watch and listen to the lecture on our own pace.,k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
5282,Discussion board on Blackboard is well utilised.,g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
5283,"The lecturer only used Zoom starting from 14/4, I really cannot tell what good features he showed is through online teaching.",v,,,,v   ,V   ,Others,,,,,,,,,,,,,,,,,,,,,,,,Others,,
5284,給多了時間做平時的classwork,p2,,,,p2   ,P2   ,Assignment,,,,,,,,,,,,,,,,,Assignment,,,,,,,,,
5285,Can adjust pace of learning according to my own need,k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
5286,"We have more time to finish our assignment, were able to make use of internet for researching and specific terms.",p,,,,p   ,P   ,Assessment,,,,,,,,,,,,,,,,Assessment,,,,,,,,,,
5287,沒有,b,,,,b   ,B   ,None,,None,,,,,,,,,,,,,,,,,,,,,,,,
5288,no,b,,,,b   ,B   ,None,,None,,,,,,,,,,,,,,,,,,,,,,,,
5289,可以有更多時間完成每周的習作，比起傳統課堂的更有彈性,e,,,,e   ,E   ,Time management,,,,,,,Time management,,,,,,,,,,,,,,,,,,,
5290,More time to produce better homework,e,,,,e   ,E   ,Time management,,,,,,,Time management,,,,,,,,,,,,,,,,,,,
5291,No because he even didn’t use Zoom to teach until 14/4. He just write some general feedback in a doc. Are students paying fees for this way to teach?,r,v,,,r v  ,R V  ,"On instructor, Others",,,,,,,,,,,,,,,,,,,,On instructor,,,,Others,,
5292,沒有 只上了三課,b,,,,b   ,B   ,None,,None,,,,,,,,,,,,,,,,,,,,,,,,
5293,Efficient time management and seeing other students works over online screen sharing,e,h3,,,e h3  ,E H3  ,"Time management, Facilitation of group discussion and group works",,,,,,,Time management,,,Facilitation of group discussion and group works,,,,,,,,,,,,,,,,
5294,There is no good features. We are supposed to learn how to film with professional equipment but we can't because of the pandemic and lockdown of the school.,b,,,,b   ,B   ,None,,None,,,,,,,,,,,,,,,,,,,,,,,,
5295,No advantage,b,,,,b   ,B   ,None,,None,,,,,,,,,,,,,,,,,,,,,,,,
5296,a lot of interaction among students,g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
5297,no,b,,,,b   ,B   ,None,,None,,,,,,,,,,,,,,,,,,,,,,,,
5298,Encourage participation,g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
5299,Allow students to speak up easily than in physical classBreakout rooms are convenient for group discussion,h,,,,h   ,H   ,Facilitation of group discussion and group works,,,,,,,,,,Facilitation of group discussion and group works,,,,,,,,,,,,,,,,
5300,"Flexibility- since this class starts at 18:30 and ends at 21:15, it is better for students who need to travel a long way to school.",e,,,,e   ,E   ,Time management,,,,,,,Time management,,,,,,,,,,,,,,,,,,,
5301,this course will be much better if conducting in face to face as it requires a lot of interaction,g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
5302,本科的class participation mark 佔重大，網上學習令堂上發表意見比較沒有包袱,g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
5303,Can ask more questions,g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
5304,"Generally coursemates are more willing to voice out their opinions behind their cameras, so it actually facilitates discussion and good ideas can be raised.",g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
5305,"Students participate in a more active way. They use the ""raise hand"" function to ask question during online lessons.",g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
5306,沒有,b,,,,b   ,B   ,None,,None,,,,,,,,,,,,,,,,,,,,,,,,
5307,The raise hand function is pretty good and share screens helps to show the ppt too,n,,,,n   ,N   ,Clarity of delivery,,,,,,,,,,,,,,Clarity of delivery,,,,,,,,,,,,
5308,encourage classmates to raise hand and ask question.,g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
5309,"We can still have active discussion and exchange of views at class, but the engagement is still lower than the actual class in week 1-3 :(",n,,,,n   ,N   ,Clarity of delivery,,,,,,,,,,,,,,Clarity of delivery,,,,,,,,,,,,
5310,踴躍參與,g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
5311,討論好多,h,,,,h   ,H   ,Facilitation of group discussion and group works,,,,,,,,,,Facilitation of group discussion and group works,,,,,,,,,,,,,,,,
5312,the break out room function is good to manage small group discussions,h,,,,h   ,H   ,Facilitation of group discussion and group works,,,,,,,,,,Facilitation of group discussion and group works,,,,,,,,,,,,,,,,
5313,可以overrun，有更豐富的內容,f,,,,f   ,F   ,Organization of class,,,,,,,,Organization of class,,,,,,,,,,,,,,,,,,
5314,Student can discuss through the breakout room function,h,,,,h   ,H   ,Facilitation of group discussion and group works,,,,,,,,,,Facilitation of group discussion and group works,,,,,,,,,,,,,,,,
5315,no,b,,,,b   ,B   ,None,,None,,,,,,,,,,,,,,,,,,,,,,,,
5316,-Students are more actively engaged.,g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
5317,無,b,,,,b   ,B   ,None,,None,,,,,,,,,,,,,,,,,,,,,,,,
5318,students eager to raise questions and participate in the learning activities,g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
5319,Encourage asking question,g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
5320,can show us many videos as examples,j,,,,j   ,J   ,Learning content/ resources,,,,,,,,,,,Learning content/ resources,,,,,,,,,,,,,,,
5321,Can use pollAlso chatroom allow us to easily communicate with professor,o,,g,,o  g ,O  G ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
5322,Regular Recession Time,f,,,,f   ,F   ,Organization of class,,,,,,,,Organization of class,,,,,,,,,,,,,,,,,,
5323,-easy to understand as face-to-face communication is not important in this course,u,,,,u   ,U   ,Learning result and effectiveness,,,,,,,,,,,,,,,,,,,,,,,Learning result and effectiveness,,,
5324,同學更積極,g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
5325,Sharon always encouraged us to reply in the chatbox and used functions such as breakout rooms for discussion.,g,h,,,g h  ,G H  ,"Interaction & communication, Facilitation of group discussion and group works",,,,,,,,,Interaction & communication,Facilitation of group discussion and group works,,,,,,,,,,,,,,,,
5326,more information can be reached instantly,u,,,,u   ,U   ,Learning result and effectiveness,,,,,,,,,,,,,,,,,,,,,,,Learning result and effectiveness,,,
5327,課程投影片很清晰且能立即獲得電子檔,n,j,,,n j  ,N J  ,"Learning content/ resources, Clarity of delivery",,,,,,,,,,,Learning content/ resources,,,Clarity of delivery,,,,,,,,,,,,
5328,能夠提供breakout room給同學小組討論,h,,,,h   ,H   ,Facilitation of group discussion and group works,,,,,,,,,,Facilitation of group discussion and group works,,,,,,,,,,,,,,,,
5329,播片流暢,s,,,,s   ,S   ,Technical IT,,,,,,,,,,,,,,,,,,,,,Technical IT,,,,,
5330,能保持face to face教學的質素老師、同學都很好 願意chatbox回應、開咪 不會是老師單方面不停地講,g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
5331,"There are recorded lecturer video posed on Blackboard, student can easily trace back and revise the content.",k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
5332,同學敢於在chatbox發言,g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
5333,videos can be played clearly with the “share screen” function,n,,,,n   ,N   ,Clarity of delivery,,,,,,,,,,,,,,Clarity of delivery,,,,,,,,,,,,
5334,可以即時搜查資料,m,,,,m   ,M   ,Multitask,,,,,,,,,,,,,Multitask,,,,,,,,,,,,,
5335,"Clear movie screening, recorded lectures let students revise",k,n,,,k n  ,K N  ,"Self-organised learning, Clarity of delivery",,,,,,,,,,,,Self-organised learning,,Clarity of delivery,,,,,,,,,,,,
5336,播放短片時比較清晰,n,,,,n   ,N   ,Clarity of delivery,,,,,,,,,,,,,,Clarity of delivery,,,,,,,,,,,,
5337,睇劇清楚啲，平時上堂坐得太遠會睇唔清,n,,,,n   ,N   ,Clarity of delivery,,,,,,,,,,,,,,Clarity of delivery,,,,,,,,,,,,
5338,can watch video effectively students engaged in discussion in chatbox actively,k,l,,,k l  ,K L  ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
5339,以往在班上播放影片，較為遠距離、不太清晰，現在在網上播放，再沒有此問題,n,,,,n   ,N   ,Clarity of delivery,,,,,,,,,,,,,,Clarity of delivery,,,,,,,,,,,,
5340,Utilising the chatroom function!screen quality better,g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
5341,Enabled students to revise by watching lectures recordings.,k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
5342,"Easier to watch media context on own computer, can check out these context repeatedly by Zoom recordings",k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
5343,N.A.,b,,,,b   ,B   ,None,,None,,,,,,,,,,,,,,,,,,,,,,,,
5344,可以更加清楚看到software的操作老師有錄影，如果做功課時忘記了一些做法，可以看錄影學習,k,n,,,k n  ,K N  ,"Self-organised learning, Clarity of delivery",,,,,,,,,,,,Self-organised learning,,Clarity of delivery,,,,,,,,,,,,
5345,可以睇曬所有技巧,j,,,,j   ,J   ,Learning content/ resources,,,,,,,,,,,Learning content/ resources,,,,,,,,,,,,,,,
5346,"In CU campus, we went to the Apple computer lab to see the demonstration of different Adobe design applications. But the problem is that we can hardly follow the steps as the screen is so far away and blocked by the monitors of the computer. Now, we can learn it through watching the professor's screen via zoom which is so much easier. Plus, the videos can video recorded and I can rewatch them if I have any uncertainties of the tools.",k,n,,,k n  ,K N  ,"Self-organised learning, Clarity of delivery",,,,,,,,,,,,Self-organised learning,,Clarity of delivery,,,,,,,,,,,,
5347,Save travelling time,e,,,,e   ,E   ,Time management,,,,,,,Time management,,,,,,,,,,,,,,,,,,,
5348,畫面同步，教學更清晰，課室有時會看不清楚,n,,,,n   ,N   ,Clarity of delivery,,,,,,,,,,,,,,Clarity of delivery,,,,,,,,,,,,
5349,用zoom學習Adobe十分困難,o,,,,o   ,O   ,Zoom functions/ online tools,,,,,,,,,,,,,,,Zoom functions/ online tools,,,,,,,,,,,
5350,Practical skills e.g. Lighting/ makeup can not be practiced.,p3,,,,p3   ,P3   ,Learning activities,,,,,,,,,,,,,,,,,,Learning activities,,,,,,,,
5351,easy access,q1,,,,q1   ,Q1   ,Overall convenience ,,,,,,,,,,,,,,,,,,,Overall convenience ,,,,,,,
5352,對這科而言，沒有任何優點,b2,,,,b2   ,B2   ,None,,None,,,,,,,,,,,,,,,,,,,,,,,,
5353,no good featurtes,b,,,,b   ,B   ,None,,None,,,,,,,,,,,,,,,,,,,,,,,,
5354,Inviting outstanding guests,f,,,,f   ,F   ,Organization of class,,,,,,,,Organization of class,,,,,,,,,,,,,,,,,,
5355,We don't have to waste time commuting.,e,,,,e   ,E   ,Time management,,,,,,,Time management,,,,,,,,,,,,,,,,,,,
5356,no,b,,,,b   ,B   ,None,,None,,,,,,,,,,,,,,,,,,,,,,,,
5357,可邊吃飯邊上課,d,,,,d   ,D   ,Learning environment,,,,,,Learning environment,,,,,,,,,,,,,,,,,,,,
5358,convenient,q1,,,,q1   ,Q1   ,Overall convenience ,,,,,,,,,,,,,,,,,,,Overall convenience ,,,,,,,
5359,convenient,q1,,,,q1   ,Q1   ,Overall convenience ,,,,,,,,,,,,,,,,,,,Overall convenience ,,,,,,,
5360,improve my concentration,d,,,,d   ,D   ,Learning environment,,,,,,Learning environment,,,,,,,,,,,,,,,,,,,,
5361,Breakout rooms for discussion,h,,,,h   ,H   ,Facilitation of group discussion and group works,,,,,,,,,,Facilitation of group discussion and group works,,,,,,,,,,,,,,,,
5362,Strong interaction with teacher. The teacher is very dedicated to answer our questions.,g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
5363,"Through chat, students were able to engage with the students and it was easier to say our opinions cause the teacher would try to answer every question. In addition, since I have bad eyesight, it was easier to see the videos on laptops rather than screens in classrooms.",n,g,,,n g  ,N G  ,"Interaction & communication, Clarity of delivery",,,,,,,,,Interaction & communication,,,,,Clarity of delivery,,,,,,,,,,,,
